line	category	action	context	note	text
4492	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"继续到本轮任务完整结束，并确保所有已经开启的 XML 标签全部正确闭合。"
4539	PROMPT	QUYET DINH RIENG	NewExpression	prompt/knowledge builders gui cho LLM	"输出自动续传 5 次后仍未完成，已停止当前阶段"
4545	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"检测到输出截断，正在自动续传：${…}/5"
4568	PROMPT	QUYET DINH RIENG	CALL:ho#1	prompt/knowledge builders gui cho LLM	"${…}为空，已用保底内容继续处理，请人工校对。"
4570	PROMPT	QUYET DINH RIENG	CALL:ho#1	prompt/knowledge builders gui cho LLM	"${…}包含工程词或占位内容：${…}（${…}），已继续处理，请人工校对。"
4577	PROMPT-FEEDBACK	DICH KEM	ARRAY	noi lai label cua blacklist co 4393-4409	"上次生成因为成品中出现这些工程/占位表达而失败：${…}。"
4577	PROMPT-FEEDBACK	DICH KEM	CALL:e.join#0	noi lai label cua blacklist co 4393-4409	"、"
4578	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"本次必须把相关意思改写成角色或世界观内部的自然表述，不得再次出现这些表达，也不要解释规避过程。"
4582	PROMPT	QUYET DINH RIENG	CALL:ho#1	prompt/knowledge builders gui cho LLM	"标签异常：缺少 ${…}，已用可解析的原始输出继续。"
4584	PROMPT	QUYET DINH RIENG	CALL:ho#1	prompt/knowledge builders gui cho LLM	"标签异常：${…} 为空，已用保底内容继续。"
4598	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"初识期 0~30"
4601	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"熟悉期 31~70"
4604	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"亲近期 71~100"
4606	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"跨阶段通用"
4613	PROMPT	QUYET DINH RIENG	CALL:wo#0	prompt/knowledge builders gui cho LLM	"世界观条目"
4622	PROMPT	QUYET DINH RIENG	CALL:wo#0	prompt/knowledge builders gui cho LLM	"开场白"
4631	PROMPT	QUYET DINH RIENG	CALL:wo#0	prompt/knowledge builders gui cho LLM	"普通调色盘人设"
4637	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"初识期多阶段人设"
4638	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"熟悉期多阶段人设"
4639	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"亲近期多阶段人设"
4641	PROMPT	QUYET DINH RIENG	CALL:wo#0	prompt/knowledge builders gui cho LLM	"跨阶段通用内容"
4646	PROMPT	QUYET DINH RIENG	LogicalExpression	prompt/knowledge builders gui cho LLM	"角色${…}"
4651	PROMPT	QUYET DINH RIENG	LogicalExpression	prompt/knowledge builders gui cho LLM	"角色"
4671	PROMPT	QUYET DINH RIENG	BINOP:+	prompt/knowledge builders gui cho LLM	"- 名称: "
4671	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"  简述: ${…}"
4671	PROMPT	QUYET DINH RIENG	CALL:ko#1	prompt/knowledge builders gui cho LLM	"详见角色详细条目"
4676	WB-ENTRY	KHOA	ARRAY	ten muc worldbook sinh ra tu ket qua AI (wo/pr dedupe theo name)	"角色基础信息"
4677	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"性格调色盘"
4678	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"二次解释"
4679	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"初识期多阶段人设"
4680	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"熟悉期多阶段人设"
4681	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"亲近期多阶段人设"
4682	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"角色速览"
4684	PROMPT	QUYET DINH RIENG	CALL:wo#0	prompt/knowledge builders gui cho LLM	"跨阶段通用内容"
4723	PROMPT	QUYET DINH RIENG	CALL:n.join#0	prompt/knowledge builders gui cho LLM	"\n\n--- 分段边界 ---\n\n"
4730	PROMPT	QUYET DINH RIENG	NewExpression	prompt/knowledge builders gui cho LLM	"${…}为空，需重新生成"
4732	PROMPT	QUYET DINH RIENG	NewExpression	prompt/knowledge builders gui cho LLM	"${…}包含工程词或占位内容：${…}（${…}），需重新生成"
4746	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"分段蒸馏完成，开始总结蒸馏（第 ${…} 轮，共 ${…} 组）"
4751	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【${…}待合并片段 ${…}/${…}】"
4753	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"蒸馏并合并这组${…}片段。"
4754	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"保留用户明确设定、专名、数值、关系与因果，删除重复表达和创作过程说明。"
4755	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"使用紧凑中文 YAML；在不损失有效设定的前提下压缩到约 12000 汉字以内。"
4756	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出放在 <content><${…}>...</${…}></content> 中。"
4759	PROMPT	QUYET DINH RIENG	CALL:No#2	prompt/knowledge builders gui cho LLM	"${…}合并结果"
4762	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"总结蒸馏第 ${…} 轮：${…}/${…}"
4778	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"世界观内容超过 2 万字符，开始分段蒸馏：0/${…}"
4784	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【世界观素材分段 ${…}/${…}】"
4786	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"这里只蒸馏世界观素材的一个分段，不生成角色。"
4787	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"完整提取并合理化本段中的明确设定、专名、规则、数值和因果，删除重复与赘述，不得改变用户原意。"
4788	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出紧凑中文 YAML；在不损失有效设定的前提下压缩到约 12000 汉字以内。"
4789	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出放在 <content><worldview_segment>...</worldview_segment></content> 中。"
4792	PROMPT	QUYET DINH RIENG	CALL:No#2	prompt/knowledge builders gui cho LLM	"世界观分段"
4795	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"分段蒸馏世界观：${…}/${…}"
4800	PROMPT	QUYET DINH RIENG	OBJ_VALUE:label	prompt/knowledge builders gui cho LLM	"世界观"
4804	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"世界观蒸馏完成，进入世界观正式生成"
4811	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【世界观模块】"
4811	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"请根据下面已经按需蒸馏过的用户素材，生成可直接写入世界书的世界观设定。"
4815	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"生成世界观条目。"
4816	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"你正在适配秋青子写卡预设，不得另建预设结构。"
4817	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"允许在不推翻用户明确设定的前提下做合理化补充：补足命名、因果、边界和规则。"
4818	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"不要和用户对话，不要询问下一步。"
4820	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出必须放在 <content><worldview_result>...</worldview_result></content> 中。"
4821	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"worldview_result 内使用中文 YAML，不要写解释。"
4830	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【角色：${…}】"
4833	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【性格调色盘】"
4836	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【初识期表现】"
4839	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【角色速览】"
4845	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【用户指定文风】"
4848	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【用户开场大纲】"
4851	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【已生成世界观】"
4854	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【已生成角色设定】"
4862	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"开场白参考内容超过 2 万字符，开始分段蒸馏：0/${…}"
4868	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【开场白参考分段 ${…}/${…}】"
4870	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"这里只蒸馏开场白创作参考的一个分段，不直接写开场白。"
4871	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"保留文风特征、大纲中的时间地点人物状态与事件顺序，以及世界观和角色设定中的关键约束。"
4872	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"删除重复与赘述，不得混淆“文风参考”“开场大纲”“设定参考”。"
4873	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出紧凑中文 YAML，并在不损失有效设定的前提下压缩到约 12000 汉字以内。"
4874	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出放在 <content><opening_material>...</opening_material></content> 中。"
4877	PROMPT	QUYET DINH RIENG	CALL:No#2	prompt/knowledge builders gui cho LLM	"开场白参考分段"
4880	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"分段蒸馏开场白参考：${…}/${…}"
4885	PROMPT	QUYET DINH RIENG	OBJ_VALUE:label	prompt/knowledge builders gui cho LLM	"开场白参考"
4889	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"开场白参考蒸馏完成，进入开场白正式生成"
4896	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【开场白模块】"
4898	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"把用户开场大纲扩写为可以直接放入角色卡“第一条消息”的完整开场白。"
4899	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"严格模仿用户提供的文风特征，但不要复述或照抄文风参考里的具体情节与句子。"
4900	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"完整落实大纲中的时间、地点、在场人物、人物状态、局势和事件起点，不得擅自改掉明确设定。"
4901	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"人物言行必须符合已生成的世界观、角色基础、性格调色盘和初识期表现。"
4902	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"结尾必须留下自然、具体、能够让用户立即接话或行动的钩子；不得总结、升华、封闭事件，也不得替用户作出关键决定。"
4903	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"直接输出故事正文，不要解释创作过程，不要输出标题，不要自行添加状态栏占位符。"
4905	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出必须放在 <content><opening_result>...</opening_result></content> 中。"
4910	PROMPT	QUYET DINH RIENG	LogicalExpression	prompt/knowledge builders gui cho LLM	"角色${…}"
4916	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"${…}内容超过 2 万字符，开始分段蒸馏：0/${…}"
4923	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【已处理世界观，仅作角色整理参考】"
4926	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【${…}素材分段 ${…}/${…}】"
4930	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"这里只蒸馏角色${…}自己的一个素材分段，不得混入其他角色。"
4931	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"结合已处理世界观，完整提取该角色的明确设定、关系、经历、能力、禁忌、性格机制与阶段变化。"
4932	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"删除重复与赘述，不得改变用户原意；输出紧凑中文 YAML，并在不损失有效设定的前提下压缩到约 12000 汉字以内。"
4933	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出放在 <content><role_material>...</role_material></content> 中。"
4936	PROMPT	QUYET DINH RIENG	CALL:No#2	prompt/knowledge builders gui cho LLM	"${…}素材分段"
4939	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"分段蒸馏${…}：${…}/${…}"
4944	PROMPT	QUYET DINH RIENG	OBJ_VALUE:label	prompt/knowledge builders gui cho LLM	"${…}素材"
4948	PROMPT	QUYET DINH RIENG	OBJ_VALUE:message	prompt/knowledge builders gui cho LLM	"${…}蒸馏完成，进入角色正式生成"
4956	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【${…}】"
4957	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"角色临时名称：${…}"
4959	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【已生成世界观，仅作本角色参考】"
4962	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"【本轮唯一角色素材：${…}】"
4966	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"只生成${…}，不得读取、推测或混入其他角色素材。"
4967	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"生成一个完整角色的写卡条目。"
4968	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"你正在适配秋青子写卡预设，不得另建预设结构。"
4969	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"允许在不推翻用户明确设定的前提下做合理化补充：补足身份、关系、行为逻辑、调色盘衍生和二次解释。"
4970	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"角色多阶段人设只产出中文正文；固定 EJS 结构会在写入阶段包裹这些正文。"
4971	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"默认用好感度划分三个阶段：初识期 0~30，熟悉期 31~70，亲近期 71~100。若用户素材给出其他阶段，以用户为准。"
4972	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"可写入字段内禁止出现内部流程说明、占位说明、标签说明或创作说明。"
4973	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"不要和用户对话，不要询问下一步。"
4975	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出必须放在 <content><role_result>...</role_result></content> 中，并包含以下子标签："
4976	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<role_name>角色正式名</role_name>"
4977	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<aliases>英文逗号分隔的角色名、昵称、外号</aliases>"
4978	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<basic>角色基础信息 YAML</basic>"
4979	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<palette>性格调色盘正文</palette>"
4980	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<reinterpret>二次解释正文</reinterpret>"
4982	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<stage_early>初识期 0~30 的调色盘头部、专属衍生、专属二次解释</stage_early>"
4983	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<stage_middle>熟悉期 31~70 的调色盘头部、专属衍生、专属二次解释</stage_middle>"
4984	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<stage_close>亲近期 71~100 的调色盘头部、专属衍生、专属二次解释</stage_close>"
4985	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<stage_common>跨阶段通用衍生、通用二次解释、总结；没有则留空</stage_common>"
4987	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"<quick_view>角色速览单项 YAML</quick_view>"
4988	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"所有子标签必须闭合。"
5077	PROTOCOL	KHOA	OBJ_VALUE:message	output tag validation + regex scripts + script_name	"检测到双尖括号、全角符号或标签别名，可自动规范化。"
5082	PROTOCOL	KHOA	OBJ_VALUE:message	output tag validation + regex scripts + script_name	"<${…}> 内容为空。"
5083	PROTOCOL	KHOA	OBJ_VALUE:message	output tag validation + regex scripts + script_name	"<${…}> 未正确闭合。"
5084	PROTOCOL	KHOA	OBJ_VALUE:message	output tag validation + regex scripts + script_name	"缺少 <${…}> 结构。"
5130	PROTOCOL	KHOA	LogicalExpression	output tag validation + regex scripts + script_name	"世界观内容待人工检查"
5140	PROTOCOL	KHOA	LogicalExpression	output tag validation + regex scripts + script_name	"开场白内容待人工检查"
5158	PROTOCOL	KHOA	CALL:Mo#2	output tag validation + regex scripts + script_name	"- 名称: ${…}\n  简述: ${…}"
5174	PROTOCOL	KHOA	LogicalExpression	output tag validation + regex scripts + script_name	"角色"
5178	PROTOCOL	KHOA	LogicalExpression	output tag validation + regex scripts + script_name	"人设内容待人工检查"
5223	PROTOCOL	KHOA	NewExpression	output tag validation + regex scripts + script_name	"角色卡名称不能为空"
5227	PROTOCOL	KHOA	CALL:ti#0	output tag validation + regex scripts + script_name	"{\n    \"id\": \"d668c8a6-fa6a-444d-a5d6-8f68b73a3c36\",\n    \"scriptName\": \"仅格式思维链\",\n    \"findRegex\": \"/<Analysis>[\\\\s\\\\S]+?<\\\\/Analysis>/gm\",\n    \"replaceString\": \" …[+229]"
5232	PROTOCOL	KHOA	CALL:ti#0	output tag validation + regex scripts + script_name	"{\n    \"id\": \"5bb4b588-23ca-4564-8df5-882104eff764\",\n    \"scriptName\": \"只发送最新2楼的变量更新\",\n    \"findRegex\": \"/<UpdateVariable>[\\\\s\\\\S]*?</UpdateVariable>/gm\",\n    \"r …[+242]"
5237	PROTOCOL	KHOA	CALL:ti#0	output tag validation + regex scripts + script_name	"{\n    \"id\": \"6fb572ae-a9ea-436d-9779-ad100f1ff7f5\",\n    \"scriptName\": \"[美化]变量完成-三明月喵\",\n    \"findRegex\": \"/<UpdateVariable(?:variable)?>\\\\s*(.*)\\\\s*<\\\\/UpdateVar …[+4053]"
5242	PROTOCOL	KHOA	CALL:ti#0	output tag validation + regex scripts + script_name	"{\n    \"id\": \"bf1b7441-5cf1-426d-bd6c-911332be9923\",\n    \"scriptName\": \"[美化]变量更新中-三明月喵\",\n    \"findRegex\": \"/<UpdateVariable(?:variable)?>(?!.*<\\\\/UpdateVariable( …[+4508]"
5247	SCRIPT-NAME	KHOA	OBJ_VALUE:script_name	dedupe regex script theo script_name (oi/ri L5285)	"一键生卡_隐藏状态栏标记"
5262	SCRIPT-NAME	KHOA	OBJ_VALUE:script_name	dedupe regex script theo script_name (oi/ri L5285)	"一键生卡_MVU状态栏"
5318	UI-APP	DICH	OBJ_VALUE:label	App.vue root: toastr, log, label, validation message	"角色${…}"
5326	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"未打开角色卡"
5327	SENTINEL	DOI CUNG LUC	BINOP:===	gia tri '未打开角色卡' so sanh === / !== tai 5327/5387/5418	"未打开角色卡"
5327	SENTINEL	DOI CUNG LUC	TERNARY	gia tri '未打开角色卡' so sanh === / !== tai 5327/5387/5418	"一键角色卡世界书"
5327	SENTINEL	DOI CUNG LUC	TERNARY	gia tri '未打开角色卡' so sanh === / !== tai 5327/5387/5418	"${…}世界书"
5366	UI-APP	DICH	CALL:r.ref#0	App.vue root: toastr, log, label, validation message	"正在读取..."
5387	SENTINEL	DOI CUNG LUC	BINOP:!==	xem 5327	"未打开角色卡"
5392	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"世界书名称不能包含 emoji。"
5394	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"世界书名称不能为空。"
5395	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"请先创建或打开目标角色卡。"
5403	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"请填写世界观素材。"
5404	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"至少需要填写一个角色的素材。"
5406	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"${…}的状态栏头像 URL 无效。"
5407	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"${…}的状态栏背景 URL 无效。"
5410	UI-APP	DICH	CALL:n.push#0	App.vue root: toastr, log, label, validation message	"${…}与其他角色使用了相同名称。"
5418	SENTINEL	DOI CUNG LUC	BINOP:!==	xem 5327	"未打开角色卡"
5429	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"草稿已保存"
5430	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"已自动保存 ${…}"
5433	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"尚未创建恢复点"
5435	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成开始前"
5443	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"请写下一句话世界设定。"
5444	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"先用一句话描述角色最核心的点子。"
5449	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"请输入角色卡名称。"
5450	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"不能使用保留名称 current。"
5451	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"角色卡名称不能包含 emoji。"
5453	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"角色卡名称包含文件名不支持的字符。"
5454	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"角色卡名称不能超过 80 个字符。"
5457	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"已经存在同名角色卡，请换一个名称。"
5459	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"暂时无法读取角色卡列表，请稍后重试。"
5484	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"角色卡生成完成"
5486	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成遇到问题"
5488	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"任务已安全暂停"
5490	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"生成任务中心"
5492	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"只生成人设"
5494	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"设置故事第一幕"
5496	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"一键生成完整角色卡"
5498	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"完整写卡工作区"
5499	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"新建写卡工程"
5503	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"检查结果并返回聊天"
5505	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"可以重试当前阶段或撤销本次生成"
5507	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"可以继续生成或安全撤销"
5511	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"整理人设内容，不会修改当前角色卡"
5513	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"选择文风并给出故事起点，生成前仍不会写入角色卡"
5515	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"回答三个问题，其余内容由玉藻自动完成"
5517	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"编辑世界观、角色素材与状态栏资源"
5518	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"配置目标角色、世界书与写卡工作流"
5527	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"请填写开场白的故事起点。"
5528	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"请选择或填写开场白文风。"
5529	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"请先完成写卡素材。"
5538	UI-APP	DICH	CALL:te#1	App.vue root: toastr, log, label, validation message	"世界观"
5540	UI-APP	DICH	LogicalExpression	App.vue root: toastr, log, label, validation message	"角色${…}"
5542	UI-APP	DICH	CALL:te#1	App.vue root: toastr, log, label, validation message	"开场白"
5583	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"${…}失败"
5588	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"已在安全位置停止"
5590	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"全部完成"
5591	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"等待开始"
5594	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"正在创建角色卡"
5594	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"系统就绪"
5602	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…}分${…}秒"
5602	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"${…}秒"
5603	UI-APP	DICH	RETURN	App.vue root: toastr, log, label, validation message	"${…} · 已等待 ${…} · 心跳 ${…}"
5603	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"截断续传连接中"
5603	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"流式连接保活中"
5603	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"完整返回等待中"
5607	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"角色卡已完成"
5609	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"任务需要处理"
5611	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"任务已暂停"
5612	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"任务执行中"
5616	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"查看结果并返回聊天"
5618	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"重试或撤销本次生成"
5620	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"继续生成或安全撤销"
5621	UI-APP	DICH	TERNARY	App.vue root: toastr, log, label, validation message	"查看生成进度"
